sec,ESTABLISHED,TIME_WAIT,LISTEN,SYN_SENT,SYN_RECV,FIN_WAIT1,FIN_WAIT2,CLOSE_WAIT,CLOSING,LAST_ACK,CLOSED
1,417,11,0,0,0,1013,10,0,0,0,0
2,417,12,0,0,0,1013,9,0,0,0,0
3,417,12,0,0,0,1013,9,0,0,0,0
4,417,12,0,0,0,1013,9,0,0,0,0
5,417,12,0,0,0,1013,9,0,0,0,0
6,417,11,0,0,0,1013,9,0,0,0,0
7,417,12,0,0,0,1013,8,0,0,0,0
8,417,12,0,0,0,1013,8,0,0,0,0
9,417,12,0,0,0,1013,8,0,0,0,0
10,417,12,0,0,0,1013,8,0,0,0,0
11,417,11,0,0,0,1013,8,0,0,0,0
12,417,12,0,0,0,1013,7,0,0,0,0
13,417,12,0,0,0,1013,7,0,0,0,0
14,417,12,0,0,0,1013,7,0,0,0,0
15,417,12,0,0,0,1013,7,0,0,0,0
16,417,12,0,0,0,1013,6,0,0,0,0
17,417,14,0,0,0,1013,4,0,0,0,0
18,417,18,0,0,0,1013,0,0,0,0,0
19,417,18,0,0,0,1013,0,0,0,0,0
20,417,18,0,0,0,1013,0,0,0,0,0
21,417,17,0,0,0,1013,0,0,0,0,0
22,417,17,0,0,0,1013,0,0,0,0,0
23,417,17,0,0,0,1013,0,0,0,0,0
24,417,17,0,0,0,1013,0,0,0,0,0
25,417,17,0,0,0,1013,0,0,0,0,0
26,417,16,0,0,0,1013,0,0,0,0,0
27,417,16,0,0,0,1013,0,0,0,0,0
28,417,16,0,0,0,1013,0,0,0,0,0
29,417,16,0,0,0,1013,0,0,0,0,0
30,417,16,0,0,0,1013,0,0,0,0,0
31,417,15,0,0,0,1013,0,0,0,0,0
32,216,15,0,0,0,1214,0,0,0,0,0
33,24,15,0,0,0,1406,0,0,0,0,0
34,20,15,0,0,0,1410,0,0,0,0,0
35,18,15,0,0,0,1412,0,0,0,0,0
36,16,14,0,0,0,1414,0,0,0,0,0
37,13,14,0,0,0,1417,0,0,0,0,0
38,11,14,0,0,0,1419,0,0,0,0,0
39,10,14,0,0,0,1420,0,0,0,0,0
40,8,14,0,0,0,1422,0,0,0,0,0
41,7,13,0,0,0,1423,0,0,0,0,0
42,7,13,0,0,0,1423,0,0,0,0,0
43,7,13,0,0,0,1423,0,0,0,0,0
44,7,13,0,0,0,1423,0,0,0,0,0
45,7,13,0,0,0,1423,0,0,0,0,0
46,7,12,0,0,0,1423,0,0,0,0,0
47,7,12,0,0,0,1423,0,0,0,0,0
48,5,12,0,0,0,1425,0,0,0,0,0
49,4,12,0,0,0,1426,0,0,0,0,0
50,2,11,0,0,0,1428,0,0,0,0,0
51,0,11,0,0,0,1430,0,0,0,0,0
52,0,11,0,0,0,1430,0,0,0,0,0
53,0,11,0,0,0,1430,0,0,0,0,0
54,0,11,0,0,0,1430,0,0,0,0,0
55,0,10,0,0,0,1430,0,0,0,0,0
