sec,ESTABLISHED,TIME_WAIT,LISTEN,SYN_SENT,SYN_RECV,FIN_WAIT1,FIN_WAIT2,CLOSE_WAIT,CLOSING,LAST_ACK,CLOSED
1,0,1013,0,0,0,129,0,0,0,0,0
2,0,1013,0,0,0,129,0,0,0,0,0
3,0,1013,0,0,0,129,0,0,0,0,0
4,0,1013,0,0,0,129,0,0,0,0,0
5,0,1013,0,0,0,129,0,0,0,0,0
6,0,1013,0,0,0,129,0,0,0,0,0
7,0,1013,0,0,0,129,0,0,0,0,0
8,0,1013,0,0,0,129,0,0,0,0,0
9,0,1013,0,0,0,129,0,0,0,0,0
10,0,1013,0,0,0,129,0,0,0,0,0
11,0,1013,0,0,0,129,0,0,0,0,0
12,0,1013,0,0,0,129,0,0,0,0,0
13,0,1013,0,0,0,129,0,0,0,0,0
14,0,1013,0,0,0,129,0,0,0,0,0
15,0,1013,0,0,0,129,0,0,0,0,0
16,0,1013,0,0,0,129,0,0,0,0,0
17,0,1013,0,0,0,129,0,0,0,0,0
18,0,1013,0,0,0,129,0,0,0,0,0
19,91,1013,0,0,0,0,0,0,0,0,0
20,350,1014,0,0,0,0,0,0,0,0,0
21,615,1013,0,0,0,0,0,0,0,0,0
22,887,1016,0,0,0,0,0,0,0,0,0
23,1142,1013,0,0,2,0,1,0,0,0,0
24,1142,1013,0,0,4,0,1,0,0,0,0
25,1142,1013,0,0,6,0,1,0,0,0,0
26,1142,1013,0,0,8,0,1,0,0,0,0
27,1142,1013,0,0,10,0,1,0,0,0,0
28,1142,995,0,0,9,0,2,0,0,0,0
29,1142,912,0,0,9,0,2,0,0,0,0
30,1142,912,0,0,11,0,2,0,0,0,0
31,1142,912,0,0,13,0,2,0,0,0,0
32,1142,730,0,0,14,0,2,0,0,0,0
33,1142,0,0,0,13,0,3,0,0,0,0
34,1142,0,0,0,13,0,3,0,0,0,0
35,1142,0,0,0,14,0,3,0,0,0,0
36,1142,0,0,0,14,0,3,0,0,0,0
37,1142,0,0,0,14,0,3,0,0,0,0
38,1142,0,0,0,16,0,4,0,0,0,0
39,1142,0,0,0,18,0,4,0,0,0,0
40,1141,0,0,0,19,0,4,1,0,0,0
41,1141,0,0,0,19,0,4,1,0,0,0
42,1141,0,0,0,19,0,4,1,0,0,0
43,1140,0,0,0,19,0,5,2,0,0,0
44,1140,0,0,0,19,0,5,2,0,0,0
45,1140,0,0,0,20,0,5,2,0,0,0
46,1140,0,0,0,20,0,5,2,0,0,0
47,1139,0,0,0,20,1,5,2,0,0,0
48,1140,0,0,0,19,0,6,2,0,0,0
49,1139,0,0,0,19,0,6,3,0,0,0
50,1139,0,0,0,19,0,6,3,0,0,0
51,1139,0,0,0,20,0,6,3,0,0,0
52,1138,0,0,0,20,0,7,3,0,0,0
53,1139,0,0,0,19,0,7,3,0,0,0
54,1139,0,0,0,21,0,7,3,0,0,0
55,1139,0,0,0,23,0,7,3,0,0,0
56,1139,0,0,0,24,0,7,3,0,0,0
57,1138,0,0,0,24,0,8,4,0,0,0
58,1138,0,0,0,24,0,8,4,0,0,0
59,1138,0,0,0,24,0,8,4,0,0,0
60,1138,0,0,0,24,0,8,4,0,0,0
61,1138,0,0,0,24,0,8,4,0,0,0
62,1138,0,0,0,23,0,9,4,0,0,0
63,1138,0,0,0,24,0,9,4,0,0,0
64,1138,0,0,0,24,0,9,4,0,0,0
65,1138,0,0,0,24,0,9,4,0,0,0
66,1138,0,0,0,25,0,9,4,0,0,0
67,1137,0,0,0,25,0,10,4,0,0,0
68,1138,0,0,0,24,0,10,4,0,0,0
69,1137,0,0,0,24,0,10,5,0,0,0
70,1137,0,0,0,24,0,10,5,0,0,0
71,1137,0,0,0,24,0,10,5,0,0,0
72,1137,0,0,0,24,0,11,5,0,0,0
73,1137,0,0,0,24,0,11,5,0,0,0
74,1137,0,0,0,24,0,11,5,0,0,0
75,1136,0,0,0,24,0,11,6,0,0,0
76,1136,0,0,0,24,0,11,6,0,0,0
77,1136,0,0,0,23,0,12,6,0,0,0
78,1136,0,0,0,24,0,12,6,0,0,0
79,1136,0,0,0,24,0,12,6,0,0,0
80,1136,0,0,0,24,0,12,6,0,0,0
81,1136,0,0,0,25,0,12,6,0,0,0
82,1136,1,0,0,24,0,12,6,0,0,0
83,1135,1,0,0,24,0,12,7,0,0,0
84,1135,1,0,0,25,0,12,7,0,0,0
85,1135,1,0,0,25,0,12,7,0,0,0
86,1135,1,0,0,25,0,12,7,0,0,0
87,1135,2,0,0,22,0,12,7,0,0,0
88,1135,2,0,0,23,0,12,7,0,0,0
89,1135,2,0,0,22,0,12,7,0,0,0
90,1134,2,0,0,22,0,12,8,0,0,0
91,1134,2,0,0,22,0,12,8,0,0,0
92,1095,3,0,0,20,37,14,8,0,0,0
93,837,3,0,0,15,298,14,0,0,0,0
94,578,3,0,0,14,558,14,0,0,0,0
95,310,3,0,0,12,826,14,0,0,0,0
96,123,3,0,0,11,1013,14,0,0,0,0
97,123,4,0,0,11,1013,13,0,0,0,0
98,123,4,0,0,10,1013,13,0,0,0,0
99,124,4,0,0,9,1013,13,0,0,0,0
100,124,4,0,0,8,1013,13,0,0,0,0
101,124,4,0,0,6,1013,13,0,0,0,0
102,124,5,0,0,6,1013,12,0,0,0,0
103,124,5,0,0,6,1013,12,0,0,0,0
104,124,5,0,0,6,1013,12,0,0,0,0
105,124,5,0,0,6,1013,12,0,0,0,0
106,123,5,0,0,5,1013,12,0,0,0,0
107,123,6,0,0,5,1013,11,0,0,0,0
108,125,6,0,0,3,1013,11,0,0,0,0
109,127,6,0,0,1,1013,11,0,0,0,0
110,127,6,0,0,1,1013,11,0,0,0,0
111,127,6,0,0,0,1013,11,0,0,0,0
112,127,7,0,0,0,1013,10,0,0,0,0
113,127,7,0,0,0,1013,10,0,0,0,0
114,127,7,0,0,0,1013,10,0,0,0,0
115,127,7,0,0,0,1013,10,0,0,0,0
116,127,8,0,0,0,1013,9,0,0,0,0
117,126,8,0,0,0,1013,9,0,0,0,0
118,126,8,0,0,0,1013,9,0,0,0,0
119,126,8,0,0,0,1013,9,0,0,0,0
120,126,8,0,0,0,1013,9,0,0,0,0
121,126,9,0,0,0,1013,8,0,0,0,0
122,126,9,0,0,0,1013,8,0,0,0,0
123,126,9,0,0,0,1013,8,0,0,0,0
124,126,9,0,0,0,1013,8,0,0,0,0
125,126,9,0,0,0,1013,8,0,0,0,0
126,126,10,0,0,0,1013,7,0,0,0,0
127,126,10,0,0,0,1013,7,0,0,0,0
128,126,10,0,0,0,1013,7,0,0,0,0
129,126,10,0,0,0,1013,7,0,0,0,0
130,126,10,0,0,0,1013,7,0,0,0,0
131,126,11,0,0,0,1013,6,0,0,0,0
132,126,11,0,0,0,1013,6,0,0,0,0
133,126,11,0,0,0,1013,6,0,0,0,0
134,126,11,0,0,0,1013,6,0,0,0,0
135,126,11,0,0,0,1013,6,0,0,0,0
136,126,12,0,0,0,1013,5,0,0,0,0
137,126,12,0,0,0,1013,5,0,0,0,0
138,126,12,0,0,0,1013,5,0,0,0,0
139,126,12,0,0,0,1013,5,0,0,0,0
140,126,12,0,0,0,1013,5,0,0,0,0
141,126,12,0,0,0,1013,4,0,0,0,0
142,126,12,0,0,0,1013,4,0,0,0,0
143,126,12,0,0,0,1013,4,0,0,0,0
144,126,12,0,0,0,1013,4,0,0,0,0
145,126,12,0,0,0,1013,4,0,0,0,0
146,126,12,0,0,0,1013,3,0,0,0,0
147,126,12,0,0,0,1013,3,0,0,0,0
148,126,12,0,0,0,1013,3,0,0,0,0
149,126,12,0,0,0,1013,3,0,0,0,0
150,126,12,0,0,0,1013,3,0,0,0,0
151,126,14,0,0,0,1013,0,0,0,0,0
152,126,14,0,0,0,1013,0,0,0,0,0
153,126,14,0,0,0,1013,0,0,0,0,0
154,126,14,0,0,0,1013,0,0,0,0,0
155,126,14,0,0,0,1013,0,0,0,0,0
156,126,13,0,0,0,1013,0,0,0,0,0
157,126,13,0,0,0,1013,0,0,0,0,0
158,126,13,0,0,0,1013,0,0,0,0,0
159,126,13,0,0,0,1013,0,0,0,0,0
160,126,13,0,0,0,1013,0,0,0,0,0
161,126,12,0,0,0,1013,0,0,0,0,0
162,126,12,0,0,0,1013,0,0,0,0,0
163,126,12,0,0,0,1013,0,0,0,0,0
164,126,12,0,0,0,1013,0,0,0,0,0
165,126,12,0,0,0,1013,0,0,0,0,0
166,122,11,0,0,0,1017,0,0,0,0,0
167,6,11,0,0,0,1133,0,0,0,0,0
168,6,11,0,0,0,1133,0,0,0,0,0
169,6,11,0,0,0,1133,0,0,0,0,0
170,6,10,0,0,0,1133,0,0,0,0,0
171,6,10,0,0,0,1133,0,0,0,0,0
172,4,10,0,0,0,1135,0,0,0,0,0
173,4,10,0,0,0,1135,0,0,0,0,0
174,4,10,0,0,0,1135,0,0,0,0,0
175,4,9,0,0,0,1135,0,0,0,0,0
176,4,9,0,0,0,1135,0,0,0,0,0
177,4,9,0,0,0,1135,0,0,0,0,0
178,4,9,0,0,0,1135,0,0,0,0,0
179,4,9,0,0,0,1135,0,0,0,0,0
180,4,8,0,0,0,1135,0,0,0,0,0
181,4,8,0,0,0,1135,0,0,0,0,0
182,2,8,0,0,0,1137,0,0,0,0,0
183,0,8,0,0,0,1139,0,0,0,0,0
184,0,8,0,0,0,1139,0,0,0,0,0
185,0,7,0,0,0,1139,0,0,0,0,0
186,0,7,0,0,0,1139,0,0,0,0,0
187,0,7,0,0,0,1139,0,0,0,0,0
188,0,7,0,0,0,1139,0,0,0,0,0
189,0,7,0,0,0,1139,0,0,0,0,0
190,0,6,0,0,0,1139,0,0,0,0,0
191,0,6,0,0,0,1139,0,0,0,0,0
192,0,6,0,0,0,1139,0,0,0,0,0
193,0,6,0,0,0,1139,0,0,0,0,0
194,0,6,0,0,0,971,168,0,0,0,0
195,0,5,0,0,0,126,1013,0,0,0,0
196,0,5,0,0,0,126,1013,0,0,0,0
197,0,5,0,0,0,126,1013,0,0,0,0
198,0,5,0,0,0,126,1013,0,0,0,0
199,0,5,0,0,0,126,1013,0,0,0,0
200,0,4,0,0,0,126,1013,0,0,0,0
201,0,4,0,0,0,126,1013,0,0,0,0
202,0,4,0,0,0,126,1013,0,0,0,0
203,0,4,0,0,0,126,1013,0,0,0,0
204,0,4,0,0,0,126,1013,0,0,0,0
205,0,3,0,0,0,126,1013,0,0,0,0
206,0,3,0,0,0,126,1013,0,0,0,0
207,0,3,0,0,0,126,1013,0,0,0,0
208,0,3,0,0,0,126,1013,0,0,0,0
209,0,171,0,0,0,126,845,0,0,0,0
210,0,1013,0,0,0,126,0,0,0,0,0
211,0,1013,0,0,0,124,0,0,0,0,0
212,0,1013,0,0,0,124,0,0,0,0,0
213,0,1013,0,0,0,124,0,0,0,0,0
214,0,1013,0,0,0,124,0,0,0,0,0
215,0,1013,0,0,0,124,0,0,0,0,0
216,0,1013,0,0,0,124,0,0,0,0,0
217,0,1013,0,0,0,124,0,0,0,0,0
218,0,1013,0,0,0,124,0,0,0,0,0
219,0,1013,0,0,0,124,0,0,0,0,0
220,0,1013,0,0,0,124,0,0,0,0,0
221,0,1013,0,0,0,124,0,0,0,0,0
222,0,1013,0,0,0,124,0,0,0,0,0
223,0,1013,0,0,0,124,0,0,0,0,0
224,0,1013,0,0,0,124,0,0,0,0,0
225,0,1013,0,0,0,124,0,0,0,0,0
226,0,1013,0,0,0,122,0,0,0,0,0
227,0,1013,0,0,0,120,0,0,0,0,0
228,0,1013,0,0,0,120,0,0,0,0,0
229,0,1013,0,0,0,120,0,0,0,0,0
230,0,1013,0,0,0,120,0,0,0,0,0
231,0,1013,0,0,0,120,0,0,0,0,0
232,0,1013,0,0,0,120,0,0,0,0,0
233,0,1013,0,0,0,120,0,0,0,0,0
234,0,1013,0,0,0,120,0,0,0,0,0
235,0,1013,0,0,0,120,0,0,0,0,0
236,0,1013,0,0,0,120,0,0,0,0,0
237,0,1013,0,0,0,120,0,0,0,0,0
238,0,1013,0,0,0,120,0,0,0,0,0
239,0,1013,0,0,0,120,0,0,0,0,0
240,0,1013,0,0,0,120,0,0,0,0,0
