sec,ESTABLISHED,TIME_WAIT,LISTEN,SYN_SENT,SYN_RECV,FIN_WAIT1,FIN_WAIT2,CLOSE_WAIT,CLOSING,LAST_ACK,CLOSED
1,0,1013,0,0,0,134,0,0,0,0,0
2,0,1013,0,0,0,134,0,0,0,0,0
3,245,1020,0,0,1,0,0,0,0,0,0
4,891,1020,0,0,0,0,0,0,0,0,0
5,1142,1013,0,0,2,0,1,0,0,0,0
6,1142,1013,0,0,4,0,1,0,0,0,0
7,1142,1013,0,0,6,0,1,0,0,0,0
8,1142,1013,0,0,8,0,1,0,0,0,0
9,1142,1013,0,0,10,0,1,0,0,0,0
10,1142,1013,0,0,17,0,2,0,0,0,0
11,1142,1013,0,0,19,0,2,0,0,0,0
12,1142,1013,0,0,21,0,2,0,0,0,0
13,1142,1013,0,0,23,0,2,0,0,0,0
14,1142,0,0,0,24,0,3,0,0,0,0
15,1142,0,0,0,26,0,3,0,0,0,0
16,1142,0,0,0,28,0,3,0,0,0,0
17,1142,0,0,0,28,0,3,0,0,0,0
18,1142,0,0,0,29,0,3,0,0,0,0
19,1142,0,0,0,30,0,4,0,0,0,0
20,1142,0,0,0,32,0,4,0,0,0,0
21,1142,0,0,0,34,0,4,0,0,0,0
22,1142,0,0,0,36,0,4,0,0,0,0
23,1142,0,0,0,38,0,4,0,0,0,0
24,1142,0,0,0,40,0,5,0,0,0,0
25,1142,0,0,0,40,0,5,0,0,0,0
26,1142,0,0,0,40,0,5,0,0,0,0
27,1141,0,0,0,40,0,5,1,0,0,0
28,1141,0,0,0,40,0,5,1,0,0,0
29,1141,0,0,0,39,0,6,1,0,0,0
30,1141,0,0,0,40,0,6,1,0,0,0
31,1141,0,0,0,40,0,6,1,0,0,0
32,1141,0,0,0,40,0,6,1,0,0,0
33,1141,0,0,0,40,0,6,1,0,0,0
34,1141,0,0,0,39,0,7,1,0,0,0
35,1141,0,0,0,41,0,7,1,0,0,0
36,1141,0,0,0,43,0,7,1,0,0,0
37,1141,0,0,0,45,0,7,1,0,0,0
38,1141,0,0,0,47,0,7,1,0,0,0
39,1141,0,0,0,55,0,8,1,0,0,0
40,1141,0,0,0,57,0,8,1,0,0,0
41,1141,0,0,0,57,0,8,1,0,0,0
42,1141,0,0,0,57,0,8,1,0,0,0
43,1141,0,0,0,57,0,8,1,0,0,0
44,1140,0,0,0,56,0,9,2,0,0,0
45,1140,0,0,0,57,0,9,2,0,0,0
46,1140,0,0,0,57,0,9,2,0,0,0
47,1140,0,0,0,57,0,9,2,0,0,0
48,1140,0,0,0,57,0,9,2,0,0,0
49,1140,0,0,0,56,0,10,2,0,0,0
50,1140,0,0,0,56,0,10,2,0,0,0
51,1140,0,0,0,57,0,10,2,0,0,0
52,1140,0,0,0,57,0,10,2,0,0,0
53,1140,0,0,0,57,0,10,2,0,0,0
54,1139,0,0,0,57,0,11,3,0,0,0
55,1139,0,0,0,57,0,11,3,0,0,0
56,1139,0,0,0,57,0,11,3,0,0,0
57,1139,0,0,0,57,0,11,3,0,0,0
58,1139,0,0,0,57,0,11,3,0,0,0
59,1139,0,0,0,57,0,12,3,0,0,0
