sec,ESTABLISHED,TIME_WAIT,LISTEN,SYN_SENT,SYN_RECV,FIN_WAIT1,FIN_WAIT2,CLOSE_WAIT,CLOSING,LAST_ACK,CLOSED
1,163,10,0,0,0,1013,0,0,0,0,0
2,163,9,0,0,0,1013,0,0,0,0,0
3,163,9,0,0,0,1013,0,0,0,0,0
4,163,9,0,0,0,1013,0,0,0,0,0
5,163,9,0,0,0,1013,0,0,0,0,0
6,39,9,0,0,0,1137,0,0,0,0,0
7,38,8,0,0,0,1138,0,0,0,0,0
8,36,8,0,0,0,1140,0,0,0,0,0
9,34,8,0,0,0,1142,0,0,0,0,0
10,32,8,0,0,0,1144,0,0,0,0,0
11,6,8,0,0,0,1170,0,0,0,0,0
12,4,7,0,0,0,1172,0,0,0,0,0
13,4,7,0,0,0,1172,0,0,0,0,0
14,4,7,0,0,0,1172,0,0,0,0,0
15,4,7,0,0,0,1172,0,0,0,0,0
16,4,7,0,0,0,1172,0,0,0,0,0
17,4,6,0,0,0,1172,0,0,0,0,0
18,4,6,0,0,0,1172,0,0,0,0,0
19,4,6,0,0,0,1172,0,0,0,0,0
20,3,6,0,0,0,1173,0,0,0,0,0
21,3,6,0,0,0,1173,0,0,0,0,0
22,2,5,0,0,0,1174,0,0,0,0,0
23,0,5,0,0,0,1176,0,0,0,0,0
24,0,5,0,0,0,1176,0,0,0,0,0
25,0,5,0,0,0,1176,0,0,0,0,0
26,0,5,0,0,0,1176,0,0,0,0,0
27,0,4,0,0,0,1176,0,0,0,0,0
28,0,4,0,0,0,1176,0,0,0,0,0
29,0,4,0,0,0,1176,0,0,0,0,0
30,0,4,0,0,0,1176,0,0,0,0,0
31,0,4,0,0,0,1176,0,0,0,0,0
32,0,3,0,0,0,163,1013,0,0,0,0
33,0,3,0,0,0,163,1013,0,0,0,0
34,0,3,0,0,0,163,1013,0,0,0,0
35,0,3,0,0,0,163,1013,0,0,0,0
36,0,3,0,0,0,163,1013,0,0,0,0
37,0,2,0,0,0,163,1013,0,0,0,0
38,0,2,0,0,0,163,1013,0,0,0,0
39,0,2,0,0,0,163,1013,0,0,0,0
40,0,2,0,0,0,163,1013,0,0,0,0
41,0,2,0,0,0,163,1013,0,0,0,0
42,0,1,0,0,0,163,1013,0,0,0,0
43,0,1,0,0,0,163,1013,0,0,0,0
44,0,1,0,0,0,163,1013,0,0,0,0
45,0,1,0,0,0,163,1013,0,0,0,0
46,0,1,0,0,0,163,1013,0,0,0,0
47,0,1013,0,0,0,163,0,0,0,0,0
48,0,1013,0,0,0,163,0,0,0,0,0
49,0,1013,0,0,0,163,0,0,0,0,0
50,0,1013,0,0,0,162,0,0,0,0,0
51,0,1013,0,0,0,161,0,0,0,0,0
52,0,1013,0,0,0,159,0,0,0,0,0
53,0,1013,0,0,0,159,0,0,0,0,0
54,0,1013,0,0,0,159,0,0,0,0,0
55,0,1013,0,0,0,159,0,0,0,0,0
56,0,1013,0,0,0,159,0,0,0,0,0
57,0,1013,0,0,0,159,0,0,0,0,0
58,0,1013,0,0,0,159,0,0,0,0,0
59,0,1013,0,0,0,159,0,0,0,0,0
60,0,1013,0,0,0,159,0,0,0,0,0
61,0,1013,0,0,0,159,0,0,0,0,0
62,0,1013,0,0,0,159,0,0,0,0,0
63,0,1013,0,0,0,159,0,0,0,0,0
64,0,1013,0,0,0,159,0,0,0,0,0
65,0,1013,0,0,0,158,0,0,0,0,0
66,0,1013,0,0,0,158,0,0,0,0,0
67,0,1013,0,0,0,157,0,0,0,0,0
68,0,1013,0,0,0,155,0,0,0,0,0
69,0,1013,0,0,0,155,0,0,0,0,0
70,0,1013,0,0,0,155,0,0,0,0,0
71,0,1013,0,0,0,155,0,0,0,0,0
72,0,1013,0,0,0,155,0,0,0,0,0
73,0,1013,0,0,0,155,0,0,0,0,0
74,0,1013,0,0,0,155,0,0,0,0,0
75,0,1013,0,0,0,155,0,0,0,0,0
76,0,1013,0,0,0,155,0,0,0,0,0
77,0,1013,0,0,0,155,0,0,0,0,0
78,0,1013,0,0,0,155,0,0,0,0,0
79,0,1013,0,0,0,155,0,0,0,0,0
80,0,1013,0,0,0,155,0,0,0,0,0
81,0,1013,0,0,0,155,0,0,0,0,0
82,0,1013,0,0,0,155,0,0,0,0,0
83,0,1013,0,0,0,155,0,0,0,0,0
84,0,1013,0,0,0,155,0,0,0,0,0
85,0,1013,0,0,0,155,0,0,0,0,0
86,0,1013,0,0,0,155,0,0,0,0,0
87,0,1013,0,0,0,155,0,0,0,0,0
88,0,1013,0,0,0,155,0,0,0,0,0
89,0,1013,0,0,0,155,0,0,0,0,0
90,0,1013,0,0,0,155,0,0,0,0,0
91,0,1013,0,0,0,155,0,0,0,0,0
92,0,1013,0,0,0,155,0,0,0,0,0
93,0,1013,0,0,0,155,0,0,0,0,0
94,0,1013,0,0,0,155,0,0,0,0,0
95,56,1014,0,0,0,0,0,0,0,0,0
96,243,1015,0,0,0,0,0,0,0,0,0
97,429,1013,0,0,0,0,0,0,0,0,0
98,611,1014,0,0,0,0,0,0,0,0,0
99,800,1013,0,0,0,0,0,0,0,0,0
100,985,1014,0,0,1,0,0,0,0,0,0
101,1142,1013,0,0,2,0,1,0,0,0,0
102,1142,1013,0,0,4,0,1,0,0,0,0
103,1142,1013,0,0,6,0,1,0,0,0,0
104,1141,1013,0,0,8,0,1,1,0,0,0
105,1141,93,0,0,10,0,1,1,0,0,0
106,1141,0,0,0,12,0,2,1,0,0,0
107,1141,0,0,0,14,0,2,1,0,0,0
108,1141,0,0,0,16,0,2,1,0,0,0
109,1141,0,0,0,18,0,2,1,0,0,0
110,1141,0,0,0,20,0,3,1,0,0,0
111,1141,0,0,0,22,0,3,1,0,0,0
112,1141,0,0,0,24,0,3,1,0,0,0
113,1141,0,0,0,26,0,3,1,0,0,0
114,1141,0,0,0,28,0,3,1,0,0,0
115,1141,0,0,0,32,0,4,1,0,0,0
116,1141,0,0,0,34,0,4,1,0,0,0
117,1141,0,0,0,36,0,4,1,0,0,0
118,1141,0,0,0,38,0,4,1,0,0,0
119,1141,0,0,0,40,0,4,1,0,0,0
120,1141,0,0,0,41,0,5,1,0,0,0
121,1141,0,0,0,43,0,5,1,0,0,0
122,1141,0,0,0,45,0,5,1,0,0,0
123,1141,0,0,0,47,0,5,1,0,0,0
124,1141,0,0,0,49,0,5,1,0,0,0
125,1141,0,0,0,50,0,6,1,0,0,0
126,1140,0,0,0,52,0,6,2,0,0,0
127,1140,0,0,0,54,0,6,2,0,0,0
128,1140,0,0,0,56,0,6,2,0,0,0
129,1140,0,0,0,58,0,6,2,0,0,0
130,1140,0,0,0,60,0,7,2,0,0,0
131,1140,0,0,0,62,0,7,2,0,0,0
132,1140,0,0,0,64,0,7,2,0,0,0
133,1140,0,0,0,64,0,7,2,0,0,0
134,1140,0,0,0,64,0,7,2,0,0,0
135,1140,0,0,0,68,0,8,2,0,0,0
136,1140,0,0,0,64,0,8,2,0,0,0
137,1140,0,0,0,64,0,8,2,0,0,0
138,1140,0,0,0,64,0,8,2,0,0,0
139,1140,0,0,0,64,0,8,2,0,0,0
140,1139,0,0,0,64,0,9,3,0,0,0
141,1139,0,0,0,64,0,9,3,0,0,0
142,1139,0,0,0,64,0,9,3,0,0,0
143,1139,0,0,0,64,0,9,3,0,0,0
144,1139,0,0,0,64,0,9,3,0,0,0
145,1139,0,0,0,64,0,10,3,0,0,0
146,1139,0,0,0,64,0,10,3,0,0,0
147,1139,0,0,0,64,0,10,3,0,0,0
148,1139,0,0,0,64,0,10,3,0,0,0
149,1139,0,0,0,64,0,10,3,0,0,0
150,1139,0,0,0,63,0,11,3,0,0,0
151,1139,0,0,0,64,0,11,3,0,0,0
152,1139,0,0,0,64,0,11,3,0,0,0
153,1139,0,0,0,64,0,11,3,0,0,0
154,1139,0,0,0,63,0,12,3,0,0,0
155,1139,0,0,0,63,0,12,3,0,0,0
156,1139,0,0,0,63,0,12,3,0,0,0
157,1139,0,0,0,64,0,12,3,0,0,0
158,1139,0,0,0,64,0,12,3,0,0,0
159,1139,1,0,0,63,0,12,3,0,0,0
160,1139,1,0,0,64,0,12,3,0,0,0
161,1139,1,0,0,64,0,12,3,0,0,0
162,1139,1,0,0,64,0,12,3,0,0,0
163,1139,1,0,0,64,0,12,3,0,0,0
164,1139,2,0,0,64,0,12,3,0,0,0
165,1139,2,0,0,65,0,12,3,0,0,0
166,1140,2,0,0,64,0,12,3,0,0,0
167,1140,2,0,0,65,0,12,3,0,0,0
168,1112,2,0,0,65,27,12,3,0,0,0
169,1046,3,0,0,57,214,15,0,0,0,0
170,1056,3,0,0,49,404,19,1,0,0,0
171,1045,3,0,0,44,585,23,0,0,0,0
172,1032,3,0,0,40,772,27,0,0,0,0
173,1026,3,0,0,37,955,31,0,0,0,0
174,1123,4,0,0,39,1013,34,0,0,0,0
175,1123,4,0,0,49,1013,38,0,0,0,0
176,1123,4,0,0,46,1013,42,0,0,0,0
177,1122,4,0,0,65,1013,46,1,0,0,0
178,1122,4,0,0,70,1013,50,1,0,0,0
179,1122,5,0,0,66,1013,53,1,0,0,0
180,1121,5,0,0,64,1013,57,1,0,0,0
181,1122,5,0,0,59,1013,61,1,0,0,0
182,1120,5,0,0,55,1013,65,1,0,0,0
183,1119,5,0,0,52,1013,69,2,0,0,0
184,1121,6,0,0,46,1013,72,2,0,0,0
185,1120,6,0,0,41,1013,76,2,0,0,0
186,1117,6,0,0,35,1013,80,4,0,0,0
187,1118,6,0,0,27,1014,84,4,0,0,0
188,1119,6,0,0,21,1013,88,4,0,0,0
189,1117,7,0,0,17,1013,91,5,0,0,0
190,1113,7,0,0,15,1014,96,5,0,0,0
191,1115,7,0,0,8,1013,101,5,0,0,0
192,1111,7,0,0,8,1013,105,6,0,0,0
193,1107,8,0,0,7,1013,109,6,0,0,0
194,1102,8,0,0,7,1013,114,6,0,0,0
195,1097,8,0,0,7,1013,119,7,0,0,0
196,1093,8,0,0,2,1013,123,6,0,0,0
197,1089,8,0,0,2,1013,127,7,0,0,0
198,1085,9,0,0,2,1013,130,7,0,0,0
199,1081,9,0,0,2,1013,134,7,0,0,0
200,1079,9,0,0,0,1013,138,8,0,0,0
201,1075,9,0,0,0,1013,142,8,0,0,0
202,1071,9,0,0,0,1013,146,8,0,0,0
203,1067,10,0,0,0,1013,149,9,0,0,0
204,1063,10,0,0,0,1013,153,9,0,0,0
205,1059,10,0,0,0,1013,157,9,0,0,0
206,1055,10,0,0,0,1013,161,10,0,0,0
207,1051,10,0,0,0,1013,165,10,0,0,0
208,1047,11,0,0,0,1013,168,10,0,0,0
209,1043,11,0,0,0,1013,172,11,0,0,0
210,1038,11,0,0,0,1014,176,10,0,1,0
211,1034,11,0,0,0,1015,179,10,0,0,0
212,1030,11,0,0,0,1015,183,11,0,0,0
213,1026,12,0,0,0,1015,186,10,0,0,0
214,1022,12,0,0,0,1013,192,10,0,0,0
215,1020,12,0,0,0,1013,194,10,0,0,0
216,1016,12,0,0,0,1013,198,9,0,0,0
217,1012,12,0,0,0,1013,202,9,0,0,0
218,1008,12,0,0,0,1013,205,9,0,0,0
219,1004,12,0,0,0,1013,209,9,0,0,0
220,1002,12,0,0,0,1013,211,9,0,0,0
221,999,12,0,0,0,1013,214,8,0,0,0
222,997,12,0,0,0,1013,215,0,0,0,0
223,997,12,0,0,0,1013,214,0,0,0,0
224,997,12,0,0,0,1013,214,0,0,0,0
225,997,12,0,0,0,1013,214,0,0,0,0
226,997,12,0,0,0,1013,214,0,0,0,0
227,997,13,0,0,0,1013,212,0,0,0,0
228,997,17,0,0,0,1013,208,0,0,0,0
229,997,21,0,0,0,1013,204,0,0,0,0
230,997,25,0,0,0,1013,200,0,0,0,0
231,997,29,0,0,0,1013,196,0,0,0,0
232,997,32,0,0,0,1013,192,0,0,0,0
233,997,36,0,0,0,1013,188,0,0,0,0
234,997,40,0,0,0,1013,184,0,0,0,0
235,997,44,0,0,0,1013,180,0,0,0,0
236,997,48,0,0,0,1013,176,0,0,0,0
237,997,53,0,0,0,1013,170,0,0,0,0
238,997,57,0,0,0,1013,166,0,0,0,0
239,997,61,0,0,0,1013,162,0,0,0,0
240,997,65,0,0,0,1013,158,0,0,0,0
