sec,ESTABLISHED,TIME_WAIT,LISTEN,SYN_SENT,SYN_RECV,FIN_WAIT1,FIN_WAIT2,CLOSE_WAIT,CLOSING,LAST_ACK,CLOSED
1,0,1013,0,0,0,130,0,0,0,0,0
2,0,1013,0,0,0,130,0,0,0,0,0
3,0,1013,0,0,0,130,0,0,0,0,0
4,0,1013,0,0,0,130,0,0,0,0,0
5,0,1013,0,0,0,130,0,0,0,0,0
6,0,1013,0,0,0,130,0,0,0,0,0
7,0,1013,0,0,0,130,0,0,0,0,0
8,0,1013,0,0,0,130,0,0,0,0,0
9,0,1013,0,0,0,130,0,0,0,0,0
10,0,1013,0,0,0,130,0,0,0,0,0
11,0,1013,0,0,0,130,0,0,0,0,0
12,0,1013,0,0,0,130,0,0,0,0,0
13,0,1013,0,0,0,130,0,0,0,0,0
14,0,1013,0,0,0,130,0,0,0,0,0
15,0,1013,0,0,0,130,0,0,0,0,0
16,0,1013,0,0,0,130,0,0,0,0,0
17,0,1013,0,0,0,130,0,0,0,0,0
18,0,1013,0,0,0,130,0,0,0,0,0
19,0,1013,0,0,0,130,0,0,0,0,0
20,0,1013,0,0,0,130,0,0,0,0,0
21,0,1013,0,0,0,130,0,0,0,0,0
22,0,1013,0,0,0,130,0,0,0,0,0
23,0,1013,0,0,0,130,0,0,0,0,0
24,0,1013,0,0,0,130,0,0,0,0,0
25,0,1013,0,0,0,130,0,0,0,0,0
26,0,1013,0,0,0,130,0,0,0,0,0
27,0,1013,0,0,0,130,0,0,0,0,0
28,0,1013,0,0,0,0,0,0,0,0,0
29,108,1013,0,0,0,0,0,0,0,0,0
30,296,1014,0,0,0,0,0,0,0,0,0
31,484,1014,0,0,1,0,0,0,0,0,0
32,673,1014,0,0,0,0,0,0,0,0,0
33,860,1015,0,0,0,0,0,0,0,0,0
34,1049,1014,0,0,0,0,1,0,0,0,0
35,1142,1013,0,0,2,0,1,0,0,0,0
36,1142,1013,0,0,4,0,1,0,0,0,0
37,1142,1013,0,0,6,0,1,0,0,0,0
38,1141,1013,0,0,8,0,1,1,0,0,0
39,1141,1013,0,0,10,0,2,1,0,0,0
40,1141,507,0,0,12,0,2,1,0,0,0
41,1141,507,0,0,14,0,2,1,0,0,0
42,1141,0,0,0,16,0,2,1,0,0,0
43,1141,0,0,0,18,0,2,1,0,0,0
44,1141,0,0,0,21,0,3,1,0,0,0
45,1141,0,0,0,23,0,3,1,0,0,0
46,1141,0,0,0,25,0,3,1,0,0,0
47,1141,0,0,0,27,0,3,1,0,0,0
48,1141,0,0,0,29,0,3,1,0,0,0
49,1141,0,0,0,31,0,4,1,0,0,0
50,1141,0,0,0,33,0,4,1,0,0,0
51,1141,0,0,0,35,0,4,1,0,0,0
52,1141,0,0,0,37,0,4,1,0,0,0
53,1141,0,0,0,39,0,4,1,0,0,0
54,1141,0,0,0,44,0,5,1,0,0,0
55,1141,0,0,0,46,0,5,1,0,0,0
56,1141,0,0,0,48,0,5,1,0,0,0
57,1141,0,0,0,50,0,5,1,0,0,0
58,1141,0,0,0,52,0,5,1,0,0,0
59,1141,0,0,0,55,0,6,1,0,0,0
60,1141,0,0,0,57,0,6,1,0,0,0
61,1141,0,0,0,59,0,6,1,0,0,0
62,1141,0,0,0,61,0,6,1,0,0,0
63,1141,0,0,0,63,0,6,1,0,0,0
64,1141,0,0,0,64,0,7,1,0,0,0
65,1141,0,0,0,64,0,7,1,0,0,0
66,1141,0,0,0,64,0,7,1,0,0,0
67,1141,0,0,0,64,0,7,1,0,0,0
68,1141,0,0,0,64,0,7,1,0,0,0
69,1141,0,0,0,64,0,8,1,0,0,0
70,1141,0,0,0,64,0,8,1,0,0,0
71,1141,0,0,0,64,0,8,1,0,0,0
72,1141,0,0,0,64,0,8,1,0,0,0
73,1141,0,0,0,64,0,8,1,0,0,0
74,1141,0,0,0,64,0,9,1,0,0,0
75,1140,0,0,0,64,0,9,2,0,0,0
76,1140,0,0,0,64,0,9,2,0,0,0
77,1140,0,0,0,64,0,9,2,0,0,0
78,1140,0,0,0,67,0,10,2,0,0,0
79,1140,0,0,0,66,0,10,2,0,0,0
80,1140,0,0,0,66,0,10,2,0,0,0
81,1140,0,0,0,64,0,10,2,0,0,0
82,1140,0,0,0,64,0,10,2,0,0,0
83,1140,0,0,0,63,0,11,2,0,0,0
84,1140,0,0,0,63,0,11,2,0,0,0
85,1140,0,0,0,64,0,11,2,0,0,0
86,1140,0,0,0,64,0,11,2,0,0,0
87,1140,0,0,0,64,0,11,2,0,0,0
88,1140,0,0,0,63,0,12,2,0,0,0
89,1140,0,0,0,63,0,12,2,0,0,0
90,1140,0,0,0,64,0,12,2,0,0,0
91,1140,0,0,0,64,0,12,2,0,0,0
92,1140,0,0,0,64,0,12,2,0,0,0
93,1139,0,0,0,64,0,13,3,0,0,0
94,1139,0,0,0,64,0,13,3,0,0,0
95,1139,0,0,0,64,0,13,3,0,0,0
96,1139,0,0,0,65,0,13,3,0,0,0
97,1139,0,0,0,65,0,13,3,0,0,0
98,1138,0,0,0,64,0,13,4,0,0,0
99,1138,0,0,0,65,0,13,4,0,0,0
100,1138,0,0,0,65,0,13,4,0,0,0
101,1138,0,0,0,65,0,13,4,0,0,0
102,1093,0,0,0,66,45,13,4,0,0,0
103,1053,0,0,0,55,234,16,1,0,0,0
104,1049,0,0,0,48,422,20,1,0,0,0
105,1040,0,0,0,40,611,24,0,0,0,0
106,1031,0,0,0,35,798,28,0,0,0,0
107,1023,0,0,0,32,987,32,0,0,0,0
108,1123,0,0,0,38,1013,35,0,0,0,0
