sec,ESTABLISHED,TIME_WAIT,LISTEN,SYN_SENT,SYN_RECV,FIN_WAIT1,FIN_WAIT2,CLOSE_WAIT,CLOSING,LAST_ACK,CLOSED
1,0,3,0,0,0,141,1013,0,0,0,0
2,0,3,0,0,0,141,1013,0,0,0,0
3,0,2,0,0,0,141,1013,0,0,0,0
4,0,2,0,0,0,141,1013,0,0,0,0
5,0,2,0,0,0,141,1013,0,0,0,0
6,0,2,0,0,0,141,1013,0,0,0,0
7,0,2,0,0,0,141,1013,0,0,0,0
8,0,1,0,0,0,141,1013,0,0,0,0
9,0,1,0,0,0,141,1013,0,0,0,0
10,0,1,0,0,0,141,1013,0,0,0,0
11,0,1,0,0,0,141,1013,0,0,0,0
12,0,1,0,0,0,141,1013,0,0,0,0
13,0,1013,0,0,0,141,0,0,0,0,0
14,0,1013,0,0,0,141,0,0,0,0,0
15,0,1013,0,0,0,141,0,0,0,0,0
16,0,1013,0,0,0,141,0,0,0,0,0
17,0,1013,0,0,0,140,0,0,0,0,0
18,0,1013,0,0,0,140,0,0,0,0,0
19,0,1013,0,0,0,140,0,0,0,0,0
20,0,1013,0,0,0,140,0,0,0,0,0
21,0,1013,0,0,0,140,0,0,0,0,0
22,0,1013,0,0,0,140,0,0,0,0,0
23,0,1013,0,0,0,140,0,0,0,0,0
24,0,1013,0,0,0,140,0,0,0,0,0
25,0,1013,0,0,0,140,0,0,0,0,0
26,0,1013,0,0,0,138,0,0,0,0,0
27,0,1013,0,0,0,138,0,0,0,0,0
28,0,1013,0,0,0,137,0,0,0,0,0
29,0,1013,0,0,0,136,0,0,0,0,0
30,0,1013,0,0,0,134,0,0,0,0,0
31,0,1013,0,0,0,134,0,0,0,0,0
32,0,1013,0,0,0,134,0,0,0,0,0
33,0,1013,0,0,0,134,0,0,0,0,0
34,0,1013,0,0,0,134,0,0,0,0,0
35,0,1013,0,0,0,134,0,0,0,0,0
36,0,1013,0,0,0,134,0,0,0,0,0
37,0,1013,0,0,0,134,0,0,0,0,0
38,0,1013,0,0,0,134,0,0,0,0,0
39,1,1013,0,0,0,134,0,0,0,0,0
40,0,1013,0,0,0,134,0,0,0,0,0
41,0,1013,0,0,0,134,0,0,0,0,0
42,0,1013,0,0,0,134,0,0,0,0,0
43,0,1013,0,0,0,134,0,0,0,0,0
44,0,1013,0,0,0,134,0,0,0,0,0
45,0,1013,0,0,0,134,0,0,0,0,0
46,0,1013,0,0,0,134,0,0,0,0,0
47,0,1013,0,0,0,134,0,0,0,0,0
48,0,1013,0,0,0,134,0,0,0,0,0
49,0,1013,0,0,0,134,0,0,0,0,0
50,0,1013,0,0,0,134,0,0,0,0,0
51,0,1013,0,0,0,134,0,0,0,0,0
52,0,1013,0,0,0,134,0,0,0,0,0
53,0,1013,0,0,0,134,0,0,0,0,0
54,0,1013,0,0,0,134,0,0,0,0,0
55,0,1013,0,0,0,134,0,0,0,0,0
56,0,1013,0,0,0,134,0,0,0,0,0
57,0,1013,0,0,0,134,0,0,0,0,0
58,0,1013,0,0,0,134,0,0,0,0,0
59,0,1013,0,0,0,134,0,0,0,0,0
60,0,1013,0,0,0,134,0,0,0,0,0
61,0,1013,0,0,0,0,0,0,0,0,0
62,152,1014,0,0,0,0,0,0,0,0,0
63,324,1014,0,0,0,0,0,0,0,0,0
64,503,1013,0,0,0,0,0,0,0,0,0
65,691,1013,0,0,0,0,0,0,0,0,0
66,879,1013,0,0,0,0,0,0,0,0,0
67,1069,1013,0,0,0,0,1,0,0,0,0
68,1142,1013,0,0,2,0,1,0,0,0,0
69,1142,1013,0,0,4,0,1,0,0,0,0
70,1141,1013,0,0,6,0,1,1,0,0,0
71,1141,1013,0,0,8,0,1,1,0,0,0
72,1141,0,0,0,10,0,2,1,0,0,0
73,1141,0,0,0,12,0,2,1,0,0,0
74,1141,0,0,0,14,0,2,1,0,0,0
75,1141,0,0,0,16,0,2,1,0,0,0
76,1141,0,0,0,18,0,2,1,0,0,0
77,1141,0,0,0,20,0,3,1,0,0,0
78,1141,0,0,0,22,0,3,1,0,0,0
79,1141,0,0,0,24,0,3,1,0,0,0
80,1141,0,0,0,26,0,3,1,0,0,0
81,1141,0,0,0,28,0,3,1,0,0,0
82,1141,0,0,0,33,0,4,1,0,0,0
83,1141,0,0,0,35,0,4,1,0,0,0
84,1141,0,0,0,37,0,4,1,0,0,0
85,1141,0,0,0,39,0,4,1,0,0,0
86,1141,0,0,0,41,0,4,1,0,0,0
87,1141,0,0,0,46,0,5,1,0,0,0
88,1141,0,0,0,48,0,5,1,0,0,0
89,1141,0,0,0,50,0,5,1,0,0,0
90,1141,0,0,0,52,0,5,1,0,0,0
91,1141,0,0,0,54,0,5,1,0,0,0
92,1141,0,0,0,57,0,6,1,0,0,0
93,1141,0,0,0,59,0,6,1,0,0,0
94,1141,0,0,0,61,0,6,1,0,0,0
95,1141,0,0,0,63,0,6,1,0,0,0
96,1141,0,0,0,64,0,6,1,0,0,0
97,1141,0,0,0,68,0,7,1,0,0,0
98,1141,0,0,0,64,0,7,1,0,0,0
99,1141,0,0,0,64,0,7,1,0,0,0
100,1141,0,0,0,64,0,7,1,0,0,0
101,1141,0,0,0,64,0,7,1,0,0,0
102,1141,0,0,0,64,0,8,1,0,0,0
103,1141,0,0,0,64,0,8,1,0,0,0
104,1141,0,0,0,64,0,8,1,0,0,0
105,1141,0,0,0,64,0,8,1,0,0,0
106,1141,0,0,0,65,0,9,1,0,0,0
107,1141,0,0,0,65,0,9,1,0,0,0
108,1141,0,0,0,65,0,9,1,0,0,0
109,1141,0,0,0,65,0,9,1,0,0,0
110,1141,0,0,0,66,0,9,1,0,0,0
111,1141,0,0,0,69,0,10,1,0,0,0
112,1141,0,0,0,65,0,10,1,0,0,0
113,1141,0,0,0,66,0,10,1,0,0,0
114,1141,0,0,0,64,0,10,1,0,0,0
115,1141,0,0,0,65,0,10,1,0,0,0
116,1141,0,0,0,63,0,11,1,0,0,0
117,1140,0,0,0,64,0,11,2,0,0,0
118,1140,0,0,0,64,0,11,2,0,0,0
119,1140,0,0,0,64,0,11,2,0,0,0
120,1140,0,0,0,64,0,11,2,0,0,0
121,1139,0,0,0,64,0,12,2,0,0,0
122,1140,0,0,0,63,0,12,2,0,0,0
123,1140,0,0,0,64,0,12,2,0,0,0
124,1140,0,0,0,64,0,12,2,0,0,0
125,1140,0,0,0,64,0,12,2,0,0,0
126,1140,0,0,0,64,0,13,2,0,0,0
127,1140,0,0,0,64,0,13,2,0,0,0
128,1140,0,0,0,64,0,13,2,0,0,0
129,1139,0,0,0,65,0,13,3,0,0,0
130,1139,0,0,0,66,0,13,3,0,0,0
131,1139,0,0,0,74,0,13,3,0,0,0
132,1139,0,0,0,75,0,13,3,0,0,0
133,1139,0,0,0,76,0,13,3,0,0,0
134,1139,0,0,0,77,0,13,3,0,0,0
135,1060,0,0,0,78,91,15,3,0,0,0
136,1063,0,0,0,66,262,18,0,0,0,0
137,1045,0,0,0,58,436,22,0,0,0,0
138,1040,0,0,0,47,621,26,0,0,0,0
139,1033,0,0,0,43,811,30,0,0,0,0
140,1029,0,0,0,35,997,34,0,0,0,0
141,1123,0,0,0,49,1013,37,0,0,0,0
142,1123,0,0,0,68,1013,41,0,0,0,0
143,1123,0,0,0,72,1013,45,0,0,0,0
144,1122,0,0,0,77,1013,49,1,0,0,0
145,1122,0,0,0,88,1013,52,1,0,0,0
146,1120,0,0,0,86,1014,57,1,0,0,0
147,1120,0,0,0,82,1013,62,1,0,0,0
148,1122,0,0,0,56,1013,66,1,0,0,0
149,1122,0,0,0,50,1013,70,1,0,0,0
150,1121,0,0,0,45,1013,73,2,0,0,0
151,1119,0,0,0,41,1013,77,2,0,0,0
152,1119,0,0,0,38,1013,81,2,0,0,0
153,1118,0,0,0,32,1013,85,3,0,0,0
154,1116,0,0,0,29,1013,89,3,0,0,0
155,1114,0,0,0,26,1013,92,4,0,0,0
156,1119,0,0,0,17,1013,96,4,0,0,0
157,1115,0,0,0,16,1013,100,4,0,0,0
158,1113,0,0,0,14,1013,104,5,0,0,0
159,1116,0,0,0,7,1013,108,5,0,0,0
160,1113,0,0,0,7,1013,110,4,0,0,0
161,1109,0,0,0,7,1013,114,5,0,0,0
162,1105,0,0,0,7,1013,118,5,0,0,0
163,1098,0,0,0,7,1013,125,5,0,0,0
164,1094,0,0,0,7,1013,129,6,0,0,0
165,1091,0,0,0,7,1013,131,6,0,0,0
166,1087,0,0,0,7,1013,135,6,0,0,0
167,1081,0,0,0,7,1013,141,7,0,0,0
168,1077,0,0,0,7,1013,145,7,0,0,0
169,1073,0,0,0,7,1013,149,7,0,0,0
170,1073,0,0,0,4,1013,151,8,0,0,0
171,1071,0,0,0,2,1013,155,8,0,0,0
172,1067,0,0,0,2,1013,159,8,0,0,0
173,1065,0,0,0,0,1013,163,9,0,0,0
174,1061,0,0,0,0,1013,167,9,0,0,0
175,1058,0,0,0,0,1013,169,9,0,0,0
176,1054,0,0,0,0,1013,173,10,0,0,0
177,1050,0,0,0,0,1013,177,10,0,0,0
178,1046,0,0,0,0,1013,181,10,0,0,0
179,1042,0,0,0,0,1013,185,10,0,0,0
180,1039,0,0,0,0,1013,187,10,0,0,0
181,1036,0,0,0,0,1013,190,9,0,0,0
182,1032,0,0,0,0,1013,194,10,0,0,0
183,1028,0,0,0,0,1013,198,9,0,0,0
184,1024,0,0,0,0,1013,202,9,0,0,0
185,1022,0,0,0,0,1013,203,9,0,0,0
186,1019,0,0,0,0,1013,206,9,0,0,0
187,1015,0,0,0,0,1013,210,10,0,0,0
188,1010,0,0,0,0,1013,215,9,0,0,0
189,1007,0,0,0,0,1013,217,9,0,0,0
190,1004,0,0,0,0,1013,220,6,0,0,0
191,1001,0,0,0,0,1013,223,6,0,0,0
192,998,0,0,0,0,1013,225,0,0,0,0
193,998,0,0,0,0,1013,225,0,0,0,0
194,998,0,0,0,0,1013,224,0,0,0,0
195,998,0,0,0,0,1013,224,0,0,0,0
196,998,0,0,0,0,1013,224,0,0,0,0
197,998,0,0,0,0,1013,224,0,0,0,0
198,998,0,0,0,0,1013,222,0,0,0,0
199,998,0,0,0,0,1013,218,0,0,0,0
200,998,0,0,0,0,1013,214,0,0,0,0
201,998,0,0,0,0,1013,210,0,0,0,0
202,998,0,0,0,0,1013,206,0,0,0,0
203,998,0,0,0,0,1013,202,0,0,0,0
204,998,0,0,0,0,1013,198,0,0,0,0
205,998,0,0,0,0,1013,194,0,0,0,0
206,998,0,0,0,0,1013,190,0,0,0,0
207,998,0,0,0,0,1013,186,0,0,0,0
208,899,0,0,0,0,1112,183,0,0,0,0
209,733,0,0,0,0,1278,180,0,0,0,0
210,580,0,0,0,0,1431,176,0,0,0,0
211,407,0,0,0,0,1604,172,0,0,0,0
212,212,0,0,0,0,1799,168,0,0,0,0
213,73,0,0,0,0,1938,164,0,0,0,0
214,7,0,0,0,0,2004,160,0,0,0,0
215,7,0,0,0,0,2004,156,0,0,0,0
216,7,0,0,0,0,2004,150,0,0,0,0
217,7,0,0,0,0,2004,146,0,0,0,0
218,7,0,0,0,0,2004,142,0,0,0,0
219,7,0,0,0,0,2004,138,0,0,0,0
220,7,0,0,0,0,2004,134,0,0,0,0
221,7,0,0,0,0,2004,130,0,0,0,0
222,7,0,0,0,0,2004,126,0,0,0,0
223,7,0,0,0,0,2004,123,0,0,0,0
224,7,0,0,0,0,2004,119,0,0,0,0
225,7,0,0,0,0,2004,115,0,0,0,0
226,7,0,0,0,0,2004,111,0,0,0,0
227,7,0,0,0,0,2004,107,0,0,0,0
228,7,0,0,0,0,2004,104,0,0,0,0
229,7,0,0,0,0,2004,100,0,0,0,0
230,7,0,0,0,0,2004,96,0,0,0,0
231,7,0,0,0,0,2004,92,0,0,0,0
232,7,0,0,0,0,2004,88,0,0,0,0
233,7,0,0,0,0,1871,218,0,0,0,0
234,6,0,0,0,0,1704,382,0,0,0,0
235,6,0,0,0,0,1535,547,0,0,0,0
236,6,0,0,0,0,1353,725,0,0,0,0
237,6,0,0,0,0,1170,904,0,0,0,0
238,6,0,0,0,0,992,1079,0,0,0,0
239,6,0,0,0,0,992,1075,0,0,0,0
240,3,0,0,0,0,995,1071,0,0,0,0
